680,77,565,not
621,381,592,acute
816,302,124,not
456,838,905,acute
654,860,941,acute
383,940,55,not
143,992,585,not
437,229,51,not
221,448,707,not
169,951,799,obtuse
505,120,855,not
671,350,914,obtuse
805,555,815,acute
938,780,520,obtuse
79,110,79,acute
812,99,921,not
792,645,764,acute
631,227,578,obtuse
656,462,566,acute
663,657,812,acute
16,670,276,not
879,395,655,obtuse
495,151,700,not
963,228,821,obtuse
289,483,704,obtuse
913,181,401,not
671,649,865,acute
21,194,420,not
182,539,661,obtuse
614,948,787,acute
225,165,189,acute
104,454,816,not
509,696,676,acute
905,819,596,acute
245,502,248,not
604,955,800,acute
285,429,842,not
164,519,925,not
234,367,619,not
485,983,784,obtuse
199,17,821,not
821,528,570,obtuse
652,890,340,obtuse
193,306,86,not
191,161,129,acute
994,772,220,not
284,490,919,not
684,121,326,not
166,218,399,not
132,878,323,not
773,137,546,not
908,295,476,not
903,363,143,not
100,129,662,not
452,358,607,obtuse
30,702,40,not
332,234,821,not
1,634,143,not
974,820,918,acute
722,797,469,acute
727,445,152,not
900,440,32,not
159,176,482,not
162,598,674,obtuse
290,750,163,not
363,685,330,obtuse
432,189,487,obtuse
615,8,502,not
698,596,413,acute
928,278,141,not
134,834,196,not
993,208,951,obtuse
415,140,730,not
690,687,916,acute
592,747,867,acute
26,419,183,not
261,333,218,acute
851,349,669,obtuse
162,593,216,not
214,923,645,not
183,525,977,not
640,628,685,acute
163,473,824,not
347,719,623,obtuse
315,572,38,not
903,450,408,not
755,27,270,not
22,454,816,not
569,441,147,obtuse
521,757,109,not
875,564,165,not
477,640,686,acute
530,552,809,obtuse
880,175,521,not
333,71,212,not
441,892,870,acute
565,130,864,not
180,123,51,not
195,861,781,obtuse
162,900,511,not
569,163,524,obtuse
265,227,744,not
452,231,886,not
818,788,451,acute
829,454,557,obtuse
616,744,228,obtuse
480,390,797,obtuse
763,832,289,obtuse
938,945,181,acute
269,275,925,not
240,108,340,obtuse
50,943,329,not
821,116,452,not
581,137,247,not
720,166,547,not
742,112,247,not
541,267,57,not
596,943,334,not
294,613,605,acute
926,1000,359,obtuse
219,634,711,obtuse
688,991,763,acute
430,975,591,obtuse
867,673,454,obtuse
29,120,386,not
150,848,148,not
721,444,199,not
125,68,252,not
406,301,531,obtuse
359,481,959,not
153,714,416,not
764,448,833,acute
567,985,671,obtuse
340,864,747,obtuse
277,70,455,not
364,518,31,not
509,620,708,acute
53,948,719,not
382,108,542,not
910,971,487,acute
467,701,970,obtuse
211,764,958,obtuse
261,98,143,not
312,419,292,acute
681,368,509,obtuse
782,991,506,obtuse
175,184,356,obtuse
29,547,624,not
371,833,28,not
628,209,921,not
849,81,789,obtuse
182,217,484,not
384,364,231,acute
424,81,893,not
256,767,993,obtuse
224,226,557,not
398,932,228,not
387,91,300,obtuse
842,597,733,acute
368,565,266,obtuse
910,721,120,not
521,965,134,not
71,550,142,not
715,312,613,obtuse
658,409,830,obtuse
245,72,77,not
332,804,744,acute
623,649,837,acute
517,736,555,acute
501,950,5,not
198,967,745,not
303,182,972,not
205,639,964,not
611,63,941,not
894,901,382,acute
980,901,965,acute
355,237,400,acute
298,777,631,obtuse
823,810,105,obtuse
817,304,998,obtuse
194,266,895,not
970,217,646,not
477,830,248,not
58,478,374,not
939,530,519,obtuse
685,518,95,not
583,839,269,obtuse
914,689,604,acute
765,276,282,not
781,386,359,not
405,497,294,acute
232,732,84,not
613,716,557,acute
656,660,858,acute
159,407,514,obtuse
856,30,275,not
498,618,875,obtuse
465,123,527,obtuse
916,67,818,not
123,749,970,not
442,963,851,obtuse
648,72,979,not
194,211,117,acute
105,661,439,not
179,338,857,not
642,995,521,obtuse
951,107,914,obtuse
680,895,820,acute
393,137,765,not
217,182,224,acute
834,830,925,acute
43,96,438,not
947,326,415,not
645,271,995,not
489,903,974,acute
599,167,773,not
706,539,8,not
187,425,36,not
482,171,692,not
933,876,138,obtuse
38,97,654,not
104,216,384,not
580,447,538,acute
415,318,697,obtuse
382,478,875,not
956,783,338,obtuse
297,346,574,obtuse
62,779,129,not
673,654,523,acute
126,666,550,obtuse
634,23,485,not
573,881,46,not
556,450,782,obtuse
702,692,580,acute
834,434,129,not
771,923,741,acute
63,786,364,not
917,368,349,not
808,60,733,not
216,478,964,not
687,670,987,obtuse
908,851,348,acute
716,640,139,obtuse
225,551,694,obtuse
717,638,86,obtuse
931,850,512,acute
477,718,320,obtuse
469,444,139,obtuse
476,685,173,not
497,884,845,acute
670,102,760,obtuse
757,647,100,not
562,156,58,not
782,390,638,obtuse
673,874,373,obtuse
236,82,787,not
774,590,110,not
99,71,255,not
299,269,150,acute
93,722,936,not
270,861,172,not
407,615,335,obtuse
813,386,979,obtuse
154,752,230,not
128,751,643,obtuse
136,858,736,obtuse
557,229,464,obtuse
744,16,674,not
968,562,782,obtuse
49,666,564,not
727,137,617,obtuse
160,729,926,not
245,603,443,obtuse
154,471,848,not
931,792,194,obtuse
840,668,992,acute
405,705,37,not
25,855,900,not
603,414,232,obtuse
519,206,451,obtuse
180,730,690,obtuse
621,478,384,obtuse
944,753,797,acute
888,661,296,obtuse
667,803,305,obtuse
227,193,173,acute
911,821,298,obtuse
968,664,201,not
340,326,857,not
556,135,610,obtuse
826,559,246,not
915,232,576,not
226,178,799,not
347,351,843,not
475,849,326,not
695,712,297,acute
157,164,644,not
851,786,276,obtuse
53,210,98,not
598,401,936,obtuse
63,832,594,not
94,525,254,not
632,659,249,acute
993,986,509,acute
387,905,994,obtuse
392,838,478,obtuse
985,399,230,not
204,346,123,not
986,673,396,obtuse
393,854,378,not
640,628,555,acute
609,56,403,not
468,206,342,obtuse
523,515,920,obtuse
391,208,827,not
367,92,168,not
269,803,442,not
623,634,447,acute
990,192,180,not
877,188,696,obtuse
215,547,469,obtuse
951,255,720,obtuse
256,959,744,obtuse
59,253,273,obtuse
583,212,138,not
560,264,474,obtuse
555,912,56,not
977,582,842,acute
468,111,607,not
862,81,103,not
954,23,967,obtuse
45,816,537,not
604,80,450,not
387,758,480,obtuse
87,225,703,not
15,944,981,not
181,795,11,not
921,970,358,acute
983,518,741,obtuse
131,810,704,obtuse
845,716,366,obtuse
410,717,719,acute
902,994,758,acute
339,383,906,not
758,182,351,not
656,844,635,acute
347,134,697,not
135,18,320,not
818,515,534,obtuse
81,800,518,not
263,10,41,not
48,493,731,not
960,719,731,acute
179,906,983,obtuse
524,242,129,not
327,510,383,obtuse
360,85,782,not
219,910,142,not
821,249,171,not
38,333,996,not
352,961,363,not
280,738,945,obtuse
789,295,474,not
997,515,388,not
270,161,659,not
669,708,558,acute
909,396,391,not
324,956,214,not
833,510,543,obtuse
32,923,287,not
230,844,726,obtuse
104,921,511,not
618,10,310,not
356,586,708,obtuse
206,292,336,acute
578,698,411,acute
798,228,980,obtuse
507,48,19,not
961,382,696,obtuse
124,470,94,not
37,899,386,not
213,508,280,not
718,880,724,acute
803,492,376,obtuse
46,9,562,not
846,280,424,not
637,896,864,acute
498,460,100,obtuse
583,539,168,obtuse
258,28,905,not
422,980,392,not
448,672,356,obtuse
365,959,434,not
88,591,980,not
419,396,53,obtuse
423,274,179,obtuse
611,452,815,obtuse
685,755,510,acute
687,285,102,not
92,935,955,obtuse
220,468,214,not
376,682,428,obtuse
586,236,126,not
124,401,687,not
200,399,872,not
653,138,359,not
288,792,299,not
864,150,438,not
36,401,817,not
535,277,247,not
218,449,291,obtuse
887,450,553,obtuse
268,432,87,not
943,426,231,not
787,908,643,acute
700,860,817,acute
280,454,466,acute
323,468,890,not
130,153,733,not
710,554,66,not
747,614,6,not
821,410,118,not
216,802,578,not
423,828,273,not
382,489,560,acute
286,513,31,not
727,890,927,acute
24,862,243,not
682,641,802,acute
428,654,840,obtuse
705,265,935,obtuse
735,816,998,acute
163,660,418,not
853,886,204,obtuse
721,815,828,acute
440,404,9,not
173,301,719,not
16,32,67,not
882,488,951,acute
596,515,840,obtuse
1000,281,287,not
855,119,276,not
329,792,709,obtuse
46,713,430,not
481,190,261,not
11,789,323,not
426,496,635,acute
954,151,240,not
901,835,565,acute
468,871,67,not
548,861,707,acute
844,685,375,obtuse
487,122,829,not
668,581,772,acute
78,86,693,not
446,173,244,not
395,405,238,acute
831,82,103,not
430,614,437,obtuse
775,551,649,acute
814,469,177,not
587,570,252,acute
390,271,720,not
975,337,380,not
93,62,157,not
336,259,699,not
595,526,493,acute
103,867,122,not
430,727,249,not
805,252,339,not
625,414,878,obtuse
902,254,211,not
665,800,925,acute
317,288,299,acute
935,243,390,not
738,806,297,obtuse
135,583,818,not
345,311,698,not
716,395,867,obtuse
257,847,500,not
264,304,790,not
960,287,533,not
46,828,250,not
454,955,220,not
71,253,912,not
269,341,681,not
431,358,398,acute
207,268,653,not
252,287,300,acute
439,189,248,not
271,660,399,obtuse
710,3,171,not
268,705,614,obtuse
418,629,657,acute
133,533,727,not
575,437,422,acute
401,50,307,not
858,50,151,not
807,927,95,not
903,965,943,acute
219,74,660,not
61,983,360,not
735,819,748,acute
926,738,456,obtuse
827,90,948,not
12,819,326,not
870,100,331,not
319,543,699,obtuse
631,937,47,not
472,986,109,not
78,930,610,not
154,760,437,not
663,812,607,acute
59,527,808,not
478,594,953,obtuse
320,381,447,acute
6,855,808,not
120,598,498,obtuse
9,453,212,not
987,109,310,not
256,844,585,not
215,494,336,obtuse
22,78,90,obtuse
450,981,676,obtuse
558,588,63,obtuse
872,496,693,obtuse
157,677,169,not
310,455,480,acute
80,594,453,not
871,381,557,obtuse
302,454,484,acute
682,988,709,obtuse
807,110,489,not
83,680,783,not
664,129,338,not
307,241,697,not
498,495,870,obtuse
861,1000,951,acute
982,51,65,not
669,537,147,obtuse
535,940,552,obtuse
191,672,555,obtuse
346,254,964,not
873,528,363,obtuse
925,233,987,obtuse
584,459,602,acute
300,658,734,obtuse
805,867,209,obtuse
948,838,64,not
424,826,520,obtuse
580,994,116,not
10,905,989,not
813,880,7,not
223,256,869,not
87,691,498,not
746,178,945,not
544,773,907,acute
134,218,438,not
249,606,290,not
814,6,687,not
736,876,220,obtuse
59,210,795,not
703,159,935,not
87,188,120,obtuse
457,916,816,acute
240,310,448,obtuse
805,614,549,acute
492,689,391,obtuse
813,245,320,not
994,601,19,not
714,769,186,obtuse
629,324,307,obtuse
820,727,271,obtuse
915,51,322,not
987,973,454,acute
86,41,187,not
349,473,175,obtuse
574,770,329,obtuse
285,769,75,not
472,139,447,obtuse
414,860,424,not
548,97,606,obtuse
809,521,361,obtuse
413,893,386,not
511,775,358,obtuse
163,975,644,not
62,819,488,not
749,559,665,acute
272,333,545,obtuse
703,436,179,not
307,531,964,not
746,915,524,obtuse
327,770,146,not
754,762,967,acute
39,18,845,not
300,483,557,acute
170,26,138,not
946,655,662,obtuse
309,955,893,obtuse
150,440,557,obtuse
381,436,456,acute
312,444,809,not
25,998,143,not
586,857,509,obtuse
647,118,263,not
305,643,483,obtuse
933,17,478,not
971,933,202,obtuse
995,219,210,not
157,915,938,obtuse
131,860,452,not
386,437,785,obtuse
706,192,467,not
914,39,817,not
155,771,506,not
960,176,916,obtuse
527,848,511,obtuse
671,545,806,acute
113,918,131,not
749,286,639,obtuse
359,108,774,not
767,367,364,not
433,63,47,not
747,891,920,acute
365,294,678,not
273,709,747,acute
326,179,208,obtuse
333,378,974,not
193,622,426,not
28,937,687,not
365,371,891,not
38,761,55,not
173,673,361,not
861,149,484,not
432,804,929,obtuse
357,877,894,acute
798,736,375,acute
75,481,901,not
328,913,461,not
41,692,118,not
900,124,789,obtuse
723,245,999,not
953,261,243,not
254,448,88,not
519,193,959,not
398,962,821,obtuse
373,488,203,obtuse
852,811,537,acute
361,276,436,acute
186,870,939,obtuse
40,289,408,not
119,273,262,acute
314,474,719,obtuse
538,974,916,acute
239,630,691,obtuse
924,763,333,obtuse
804,838,507,acute
98,69,129,obtuse
114,242,639,not
106,202,736,not
468,257,895,not
905,972,718,acute
105,314,692,not
903,377,296,not
618,955,841,acute
159,15,2,not
198,986,863,obtuse
265,171,430,obtuse
892,489,978,acute
362,311,562,obtuse
461,13,762,not
593,531,918,obtuse
963,487,580,obtuse
12,848,977,not
442,803,908,acute
698,263,904,obtuse
505,616,916,obtuse
456,436,627,acute
308,260,45,not
489,757,574,obtuse
285,930,874,obtuse
486,474,813,obtuse
918,778,34,not
701,428,582,acute
141,455,230,not
422,56,356,not
284,724,835,obtuse
493,182,385,obtuse
304,61,981,not
695,887,381,obtuse
641,550,854,obtuse
175,105,895,not
30,106,870,not
222,137,569,not
831,268,554,not
210,772,568,obtuse
369,966,113,not
608,716,925,acute
24,139,691,not
905,618,656,obtuse
774,957,856,acute
759,795,605,acute
608,988,539,obtuse
835,518,27,not
914,988,919,acute
163,432,380,obtuse
342,250,627,not
477,784,598,obtuse
844,351,278,not
168,822,756,obtuse
700,106,853,not
881,568,491,obtuse
760,644,106,not
43,534,764,not
241,175,970,not
259,59,749,not
781,872,663,acute
422,637,228,obtuse
843,260,824,acute
720,271,522,obtuse
124,483,946,not
944,451,672,obtuse
552,942,276,not
285,619,800,obtuse
197,392,931,not
68,574,138,not
120,504,475,obtuse
769,63,120,not
265,116,202,obtuse
402,320,130,obtuse
727,919,721,acute
965,113,126,not
267,988,96,not
6,647,987,not
476,279,578,obtuse
40,566,38,not
560,916,11,not
371,605,151,not
163,249,503,not
901,94,738,not
25,47,233,not
539,311,521,acute
161,44,859,not
736,32,692,not
370,121,263,obtuse
148,963,667,not
793,161,481,not
892,413,520,obtuse
352,567,446,acute
644,488,803,acute
727,128,585,not
240,882,510,not
841,819,665,acute
214,74,287,obtuse
247,18,329,not
983,565,861,acute
584,440,206,obtuse
994,224,705,not
655,958,446,obtuse
841,461,177,not
142,739,17,not
604,763,705,acute
672,657,806,acute
935,343,324,not
275,325,219,acute
277,340,996,not
673,229,168,not
378,325,267,acute
570,431,546,acute
61,986,715,not
963,475,963,acute
533,693,902,obtuse
631,355,135,not
85,631,774,not
301,952,786,obtuse
937,257,760,obtuse
23,27,350,not
64,393,738,not
54,41,704,not
941,917,213,acute
667,175,817,obtuse
869,619,950,acute
165,462,743,not
660,711,461,acute
848,890,703,acute
717,718,85,acute
318,947,236,not
517,778,690,acute
377,167,703,not
496,436,319,acute
392,116,744,not
252,240,397,obtuse
152,202,56,obtuse
940,32,767,not
385,389,933,not
360,62,53,not
853,557,634,obtuse
619,993,172,not
125,883,132,not
887,429,766,obtuse
996,249,421,not
88,226,489,not
235,80,746,not
937,601,525,obtuse
909,970,413,acute
682,885,934,acute
548,374,304,obtuse
478,427,239,acute
365,694,371,obtuse
330,867,853,acute
61,417,49,not
673,697,185,acute
701,452,895,obtuse
963,423,16,not
13,859,412,not
165,288,332,obtuse
44,413,926,not
201,412,703,not
994,783,533,obtuse
844,876,190,obtuse
352,810,360,not
686,64,279,not
97,994,193,not
777,300,135,not
629,485,840,obtuse
349,950,520,not
468,868,743,acute
818,559,408,obtuse
423,885,605,obtuse
75,123,343,not
250,745,743,acute
814,741,648,acute
148,406,874,not
49,813,159,not
901,256,253,not
417,67,210,not
733,684,182,obtuse
759,251,608,obtuse
123,492,364,not
76,994,22,not
249,128,284,obtuse
377,589,38,not
102,616,682,obtuse
23,3,642,not
320,430,884,not
153,28,656,not
767,602,141,not
62,637,868,not
525,171,430,obtuse
672,719,599,acute
362,325,577,obtuse
794,852,239,obtuse
125,295,766,not
144,715,905,not
383,241,437,acute
811,269,418,not
777,896,103,not
582,742,757,acute
277,349,590,obtuse
295,135,603,not
420,175,86,not
774,556,368,obtuse
64,57,530,not
9,988,404,not
716,158,380,not
163,84,639,not
4,984,621,not
72,512,718,not
955,410,116,not
739,305,505,obtuse
190,586,296,not
402,518,205,obtuse
976,452,224,not
165,406,544,obtuse
82,883,40,not
904,522,773,acute
752,743,180,acute
291,641,740,obtuse
334,881,979,obtuse
43,245,9,not
552,461,66,not
963,219,520,not
784,24,600,not
946,872,246,obtuse
321,627,159,not
742,77,922,not
60,367,886,not
133,170,25,not
439,310,947,not
638,903,891,acute
46,986,169,not
19,744,361,not
656,810,915,acute
706,884,498,obtuse
329,61,419,not
380,831,599,obtuse
349,300,740,not
634,952,144,not
702,31,381,not
6,810,413,not
568,340,49,not
250,940,252,not
114,968,606,not
308,615,961,not
588,397,424,obtuse
575,159,228,not
118,721,465,not
599,894,907,acute
951,80,675,not
860,739,4,not
183,146,233,acute
192,990,56,not
448,230,798,not
704,147,455,not
102,4,454,not
471,195,990,not
918,127,661,not
491,351,20,not
571,400,973,not
73,202,318,not
520,886,451,obtuse
687,193,689,acute
285,784,543,obtuse
1,577,351,not
179,480,845,not
75,37,810,not
746,292,586,obtuse
626,137,666,obtuse
700,279,79,not
501,807,509,obtuse
666,657,256,acute
152,742,261,not
377,313,639,obtuse
428,710,987,obtuse
683,813,939,acute
825,782,536,acute
764,941,499,obtuse
142,363,279,obtuse
306,720,278,not
659,556,637,acute
485,832,500,obtuse
720,238,808,obtuse
617,670,511,acute
807,71,60,not
975,924,404,acute
705,982,215,not
110,273,29,not
808,432,923,obtuse
90,134,774,not
923,815,672,acute
351,961,407,not
920,552,179,not
933,944,894,acute
973,67,467,not
179,861,235,not
458,787,500,obtuse
407,605,394,obtuse
395,369,512,acute
916,602,508,obtuse
420,2,93,not
304,476,210,obtuse
788,418,446,obtuse
980,781,194,not
861,350,88,not
824,792,388,acute
83,59,977,not
896,317,897,acute
281,684,714,acute
696,525,286,obtuse
562,425,958,obtuse
163,698,159,not
405,337,342,acute
687,452,566,acute
599,149,21,not
391,92,85,not
990,655,377,obtuse
386,254,119,not
673,889,103,not
42,804,25,not
877,337,56,not
731,940,469,obtuse
273,393,440,acute
850,708,529,acute
168,244,151,obtuse
178,451,794,not
593,217,924,not
289,706,293,not
592,318,564,acute
253,10,938,not
26,37,907,not
132,88,554,not
531,449,852,obtuse
278,653,744,obtuse
751,5,807,not
703,967,95,not
702,588,558,acute
967,463,927,acute
506,551,789,obtuse
408,706,111,not
986,245,864,obtuse
757,398,16,not
980,941,485,acute
165,549,568,acute
234,73,883,not
659,284,320,not
414,504,928,not
569,450,605,acute
785,151,383,not
362,563,745,obtuse
442,491,430,acute
573,445,404,acute
953,720,142,not
595,210,547,obtuse
269,589,783,obtuse
253,610,261,not
793,641,558,acute
638,154,80,not
647,659,573,acute
307,634,599,acute
328,319,484,obtuse
380,496,345,acute
707,365,552,obtuse
816,901,80,not
266,458,223,obtuse
906,360,663,obtuse
228,281,715,not
527,967,288,not
496,217,666,obtuse
747,47,959,not
421,267,785,not
58,873,446,not
912,799,796,acute
452,963,354,not
691,929,29,not
932,604,126,not
672,266,855,obtuse
425,835,900,acute
23,308,691,not
40,872,418,not
313,705,576,obtuse
379,48,73,not
76,211,606,not
246,719,498,obtuse
527,197,507,acute
868,635,734,acute
741,650,854,acute
79,518,461,obtuse
811,848,863,acute
831,510,209,not
594,773,21,not
31,757,588,not
595,850,643,acute
231,284,825,not
939,23,248,not
228,158,545,not
96,535,513,obtuse
495,554,713,acute
780,531,460,obtuse
449,292,316,obtuse
222,865,213,not
177,685,513,obtuse
977,838,782,acute
693,596,372,acute
567,891,886,acute
540,679,183,obtuse
502,492,747,obtuse
405,126,993,not
431,25,839,not
227,245,159,acute
849,158,898,obtuse
133,897,770,obtuse
513,605,802,obtuse
166,737,486,not
921,318,67,not
915,702,384,obtuse
151,427,697,not
63,709,106,not
309,810,383,not
869,932,296,obtuse
578,21,113,not
166,661,388,not
643,896,65,not
144,71,44,not
788,590,592,acute
587,542,780,acute
543,769,718,acute
910,689,284,obtuse
588,940,181,not
671,627,114,obtuse
930,574,563,obtuse
30,960,660,not
602,888,348,obtuse
486,554,886,obtuse
919,340,664,obtuse
638,791,626,acute
277,950,195,not
104,55,823,not
449,758,744,acute
628,354,348,obtuse
218,810,481,not
139,118,558,not
578,467,369,acute
428,120,69,not
764,339,634,obtuse
802,273,591,obtuse
256,431,825,not
860,411,286,not
126,232,788,not
457,704,53,not
185,363,789,not
38,8,115,not
264,260,259,acute
527,238,595,obtuse
221,807,306,not
752,330,573,obtuse
594,588,721,acute
925,992,371,acute
470,666,746,acute
891,117,565,not
386,593,14,not
476,633,451,acute
736,941,991,acute
990,539,197,not
136,41,61,not
196,196,380,obtuse
373,939,369,not
512,842,26,not
95,880,838,obtuse
432,210,550,obtuse
836,674,448,obtuse
727,499,566,acute
278,997,757,obtuse
583,83,657,obtuse
975,964,118,obtuse
428,386,247,acute
864,835,216,obtuse
236,293,722,not
712,731,912,acute
669,409,595,acute
529,533,589,acute
609,266,509,obtuse
340,907,551,not
950,42,556,not
975,801,794,acute
450,316,580,obtuse
331,299,99,obtuse
90,7,305,not
954,932,437,acute
298,271,126,acute
84,331,751,not
913,626,425,obtuse
607,913,313,obtuse
403,631,793,obtuse
355,85,950,not
281,737,878,obtuse
515,80,261,not
614,474,28,not
861,518,15,not
402,586,5,not
668,819,656,acute
803,96,9,not
